well_id,sno,state,district,block,location,latitude,longitude,year,ph,ec,co3,hco3,cl,so4,no3,po4,th,ca,mg,na,k,f,tds,sio2
W104040076121001,4367,Kerala,Thrissur,Wadakkancherry,Kundannur,10.6769,76.2178,2019,7.16,720.0,0.0,317.2,95.85,31.04,0.6000000000000001,,300.0,54.108,40.128,46.23,7.51,0.0,432.0,
W101432076155201,4368,Kerala,Thrissur,Mala,Mala,10.2436,76.2632,2019,7.05,142.0,0.0,26.84,24.14,10.7,4.9,,30.0,8.016,2.432,12.0,7.66,0.0,85.2,
W102810076040001,4369,Kerala,Thrissur,Anthikkad,Manalur,10.492,76.1031,2019,6.95,60.0,0.0,17.08,15.62,1.3,0.3,,14.0,3.2064,1.4592,6.73,1.5,0.0,36.0,
W102130076155001,4370,Kerala,Thrissur,Irinjalakkuda,Muriyad,10.3608,76.2635,2019,6.22,260.0,0.0,14.64,72.42,5.3,5.3,,40.0,8.016,4.864,32.0,9.28,0.0,156.0,
W102445076064501,4371,Kerala,Thrissur,Thalikkulam,Triprayar,10.4142,76.1114,2019,6.62,380.0,0.0,122.0,39.05,32.3,28.0,,135.0,20.04,20.672,23.5,14.4,0.0,228.0,
W105600076010001,4372,Kerala,Malappuram,Kuttippuram,Amminikad,10.9675,76.2751,2019,7.36,350.0,0.0,116.0,23.5,6.49,23.01,,109.075,24.6,11.6,25.6,4.28,0.34,210.0,
W111400076023001,4373,Kerala,Malappuram,Areekode,Arikode,11.2345,76.0504,2019,7.58,240.0,0.0,58.6,30.5,8.22,13.9,,68.2558,20.6,4.1,28.4,7.07,0.3,144.0,
W111400076200001,4374,Kerala,Malappuram,0ambur,Chokkad,11.2258,76.33,2019,7.52,410.0,0.0,116.0,43.1,9.2,17.96,,112.582,26.5,11.3,36.9,3.5,0.6900000000000001,246.0,
W104655076010001,4375,Kerala,Malappuram,Ponnani,Edappal,10.7819,76.01,2019,7.72,122.0,0.0,21.9,14.9,3.4,14.9,,44.9149,8.74,5.62,12.7,1.9,0.4,73.2,
W104830075550001,4376,Kerala,Malappuram,Thirur,Iswaramangalam,10.808,75.9284,2019,8.1,350.0,0.0,134.2,29.8,13.5,2.2,,101.178,21.6,11.5,35.4,2.1,0.62,210.0,
W110815076050001,4377,Kerala,Malappuram,Areekode,Kadalundi,11.1209,75.828,2019,7.85,1180.0,0.0,231.8,113.5,223.8,1.4,,407.108,116.2,28.5,86.1,6.04,0.68,708.0,
W111010076191501,4378,Kerala,Malappuram,0ambur,Kalikavu,11.1708,76.3201,2019,6.7,140.0,0.0,14.6,19.9,7.5,15.5,,33.2197,8.7,2.8,16.6,5.6,0.63,84.0,
W104540075580001,4379,Kerala,Malappuram,Andathode,Kanjiramukku,10.7617,75.9653,2019,6.77,260.0,0.0,24.4,17.6,1.0,15.9,,27.9663,6.1,3.1,16.3,2.5,0.3,156.0,
W105900076133001,4380,Kerala,Malappuram,Perinthalmana,Kariavattam,11.0209,76.2498,2019,6.62,146.0,0.0,19.5,20.3,1.7000000000000002,15.4,,33.9403,8.0,3.4,18.5,3.25,0.5,87.6,
W111700076194001,4381,Kerala,Malappuram,0ambur,Karulai,11.2889,76.3052,2019,7.12,360.0,0.0,122.0,25.8,9.72,17.9,,119.899,23.5,14.9,26.5,1.32,0.1,216.0,
W110850075574501,4382,Kerala,Malappuram,Kondotty,Kondotty,11.1497,75.9602,2019,7.26,220.0,0.0,21.9,37.2,2.62,9.26,,41.2434,8.9,4.63,26.3,2.2,0.7000000000000001,132.0,
W105815075590001,4383,Kerala,Malappuram,Tanur,Kottakkal,11.004,76.007,2019,7.18,490.0,0.0,36.6,75.8,2.1,57.8,,78.3277,22.0,5.7,50.6,10.2,0.2,294.0,
W105835076063501,4384,Kerala,Malappuram,Mankada,Kuruva,10.9861,76.1078,2019,7.25,110.0,0.0,43.9,6.42,0.7000000000000001,7.34,,29.2784,8.62,1.89,11.0,3.5,0.3,66.0,
W105045076015001,4385,Kerala,Malappuram,Kuttipuram,Kuttipuram,10.8411,76.0321,2019,7.46,420.0,0.0,140.3,35.1,14.9,4.3,,109.62,23.5,12.4,35.9,10.4,0.15,252.0,
W110206076052601,4386,Kerala,Malappuram,Mankada,Malappuram,11.0397,76.0889,2019,7.68,172.0,0.0,43.9,15.232,4.6,10.7,,45.5456,11.3,4.22,13.4,4.31,0.29,103.2,
W105100075550001,4387,Kerala,Malappuram,Thirur,Mangalam,10.849,75.9223,2019,3.95,810.0,0.0,0.0,74.3,83.4,106.7,,169.043,48.8,11.5,53.1,19.1,0.64,486.0,
W112500076193001,4389,Kerala,Malappuram,0ambur,Maruda,11.4197,76.3219,2019,7.73,260.0,0.0,78.1,22.5,1.7000000000000002,22.5,,88.502,19.7,9.57,20.2,2.9,0.12,156.0,
W110200076160001,4390,Kerala,Malappuram,Perinthalmana,Melattur,11.0596,76.2753,2019,7.78,280.0,0.0,68.3,32.4,2.16,11.3,,71.902,18.65,6.17,25.4,1.45,0.32,168.0,
W110248075513501,4391,Kerala,Malappuram,Tirurangady,Parappanangadi,11.0479,75.8587,2019,7.9,680.0,0.0,97.6,58.2,52.5,73.8,,193.331,67.5,6.06,42.2,13.7,0.18,408.0,
W104210075592001,4392,Kerala,Malappuram,Andathode,Perumpadappu,10.699,75.988,2019,7.23,200.0,0.0,26.8,20.1,19.1,8.41,,33.1885,12.0,0.79,22.4,4.27,0.0,120.0,
W104654075551501,4393,Kerala,Malappuram,Ponnani,Ponnani1,10.7822,75.918,2019,7.91,950.0,0.0,183.0,209.3,17.3,2.8,,286.789,98.3,10.1,72.1,11.68,0.0,570.0,
W105420076111001,4394,Kerala,Malappuram,Mankada,Pulamantol,10.902,76.1914,2019,7.63,450.0,0.0,48.8,66.6,6.65,41.6,,73.3558,17.7,7.1,45.5,19.7,0.0,270.0,
W105900075523001,4395,Kerala,Malappuram,Tanur,Tanur,10.991,75.8737,2019,7.45,220.0,0.0,19.5,35.6,5.7,22.1,,37.5351,10.1,3.0,28.4,11.2,0.0,132.0,
W105200075590501,4396,Kerala,Malappuram,Thirur,Thirunavaya,10.8636,75.9801,2019,7.51,410.0,0.0,158.6,27.8,20.6,9.3,,145.704,31.7,16.2,31.9,3.6,0.0,246.0,
W110637076170501,4397,Kerala,Malappuram,Wandoor,Thuvur,11.112,76.2841,2019,7.41,126.0,0.0,17.1,13.4,1.0,19.6,,25.7756,6.87,2.1,12.62,4.1,0.0,75.6,
W112321076205601,4399,Kerala,Malappuram,0ambur,Vazhikadavu,11.3858,76.3432,2019,7.33,410.0,0.0,115.9,30.9,11.5,36.9,,125.616,30.9,11.8,28.2,5.7,0.0,246.0,
W113530075351501,4400,Kerala,Kozhikode,Badagara,Badagara,11.5985,75.5848,2019,6.71,420.0,0.0,54.9,49.7,32.3,57.0,,110.0,40.08,2.432,29.1,11.6,0.04,252.0,
W112642075494801,4401,Kerala,Kozhikode,Balusseri,Balusseri,11.4468,75.8298,2019,6.71,200.0,0.0,14.64,42.6,2.3,10.7,,30.0,8.8176,1.9456,20.16,5.5,0.23,120.0,
W111018075482501,4402,Kerala,Kozhikode,Kozhikode,Beypore,11.1734,75.8062,2019,7.2,660.0,0.0,61.0,78.1,44.0,149.0,,140.0,44.088,7.296,61.6,15.5,0.0,396.0,
W111759075525801,4403,Kerala,Kozhikode,Kozhikode,Chelavur,11.297,75.8469,2019,7.2,240.0,0.0,6.1,46.15,2.5,46.0,,25.0,4.008,3.648,37.0,2.5,0.0,144.0,
W112430075433001,4404,Kerala,Kozhikode,Panthalayini,Chemencheri,11.3946,75.7275,2019,6.78,170.0,0.0,14.64,25.56,3.9,13.4,,36.0,13.6272,0.4864,13.2,3.9,0.0,102.0,
W114000075450001,4405,Kerala,Kozhikode,Kunnummal,Devarkoil,11.6703,75.7668,2019,3.72,290.0,0.0,0.0,56.8,25.6,33.2,,60.0,18.036,3.648,21.02,5.13,0.0,174.0,
W112015075444001,4406,Kerala,Kozhikode,Kozhikode,Elattur,11.3345,75.7409,2019,6.44,250.0,0.0,36.6,35.5,28.4,19.2,,75.0,30.06,0.0,15.58,1.73,0.0,150.0,
W113255075535501,4407,Kerala,Kozhikode,Balusseri,Kakkayam,11.5499,75.897,2019,6.63,50.0,0.0,12.2,8.52,3.6,1.4,,12.0,4.008,0.4864,3.5,1.66,0.0,30.0,
W114312075380103,4408,Kerala,Kozhikode,Thuneri,Kayapanachi,11.7121,75.591,2019,6.38,2700.0,0.0,24.4,852.0,97.0,0.5,,500.0,60.12,85.12,346.0,8.04,0.2,1620.0,
W112130075543501,4409,Kerala,Kozhikode,Koduvalli,Koduvalli,11.334,75.8927,2019,7.0,120.0,0.0,41.48,9.94,7.5,3.1,,36.0,7.2144,4.3776,6.61,1.33,0.0,72.0,
W114015075332001,4410,Kerala,Kozhikode,Badagara,Mukkali,11.6747,75.5541,2019,6.91,162.0,0.0,14.64,29.82,11.9,17.1,,34.0,8.8176,2.9184,14.5,6.33,0.0,97.2,
W113200075400001,4411,Kerala,Kozhikode,Thuneri,Nadapuram,11.687,75.6526,2019,6.96,177.0,0.0,43.92,26.98,7.9,8.1,,52.0,13.6272,4.3776,14.4,3.73,0.18,106.2,
W102110076185801,4412,Kerala,Kozhikode,Perambra,Perambra,11.5653,75.7553,2019,7.03,122.0,0.0,26.84,22.72,4.3,10.7,,32.0,8.8176,2.432,11.1,2.36,0.18,73.2,
W114530075435001,4413,Kerala,Kozhikode,Thuneri,Pudukayam,11.7436,75.7169,2019,6.98,60.0,0.0,21.96,11.36,1.0,3.9,,32.0,4.8096,4.864,5.1,0.86,0.29,36.0,
W112950075590501,4414,Kerala,Kozhikode,Koduvalli,Pudupadi,11.4491,75.9608,2019,6.85,122.0,0.0,39.04,7.1,5.0,14.9,,48.0,7.2144,7.296,10.1,4.17,0.09,73.2,
W112624075413901,4415,Kerala,Kozhikode,Panthalayini,Quilandy,11.4417,75.6935,2019,7.43,510.0,0.0,128.1,78.1,9.4,36.7,,145.0,42.084,9.728,51.6,17.0,0.0,306.0,
W111030075513001,4416,Kerala,Kozhikode,Kozhikode,Ramanattukara,11.1774,75.8594,2019,8.26,740.0,18.0,146.4,95.85,94.0,5.9,,150.0,26.052,20.672,126.9,9.3,0.24,444.0,
W113400075403001,4417,Kerala,Kozhikode,Thodannur,Thiruvallur,11.5909,75.6733,2019,7.26,102.0,0.0,79.3,15.62,4.1,6.6,,74.0,8.8176,12.6464,7.6,3.0,0.0,61.2,
W112919075384901,4418,Kerala,Kozhikode,Meladi,Tikkodi,11.4882,75.6282,2019,6.24,116.0,0.0,6.1,24.14,21.5,16.5,,26.0,4.008,3.8912,10.3,3.7,0.0,69.6,
W113624076124501,4419,Kerala,Wayanad,Sulthans' Bathery,Ambalavayal,11.6184,76.2131,2019,6.29,230.0,0.0,29.28,36.92,7.06,22.7,,60.0,18.4368,3.4048,17.58,3.12,0.0,138.0,
W114400076144001,4420,Kerala,Wayanad,Sulthans' Bathery,Chenad,11.7351,76.2441,2019,7.18,210.0,0.0,97.6,15.62,4.71,4.9,,76.0,24.8496,3.4048,12.64,3.73,0.21,126.0,
W114030076043001,4421,Kerala,Wayanad,Panamaram,Kamblakat,11.6784,76.0743,2019,7.58,178.0,0.0,41.48,14.2,1.85,30.8,,50.0,12.024,4.864,13.67,1.14,0.27,106.8,
W114510075481901,4422,Kerala,Wayanad,Mannanthody,Koroth,11.7442,75.8795,2019,7.35,70.0,0.0,24.4,9.94,2.05,5.0,,24.0,6.4128,1.9456,4.25,1.3,0.0,42.0,
W114824076002001,4423,Kerala,Wayanad,Mannanthody,Mannanthody,11.8022,76.0032,2019,7.68,460.0,0.0,122.0,39.05,27.1,44.6,,150.0,46.092,8.512,24.13,16.6,0.18,276.0,
W113936076094501,4424,Kerala,Wayanad,Sulthans' Bathery,Minangadi,11.6604,76.1626,2019,7.6,280.0,0.0,73.2,22.72,3.9,29.1,,88.0,26.4528,5.3504,16.73,3.56,0.23,168.0,
W114730076133001,4425,Kerala,Wayanad,Panamaram,Perikallur,11.8611,76.1501,2019,7.78,560.0,0.0,158.6,71.0,16.07,32.2,,180.0,48.096,14.592,41.3,2.8200000000000003,0.27,336.0,
W114330076080001,4426,Kerala,Wayanad,Panamaram,Pulpally,11.7846,76.1664,2019,8.29,540.0,18.0,219.6,53.25,22.3,10.4,,215.0,44.088,25.536,33.1,5.74,0.27,324.0,
W115435075593901,4427,Kerala,Wayanad,Mannanthody,Thirunelly (R1),11.9076,75.992,2019,7.84,133.0,0.0,58.56,11.36,3.06,3.8,,54.0,14.4288,4.3776,5.8,2.8200000000000003,0.09,79.8,
W113318076133201,4428,Kerala,Wayanad,Kalpetta,Vaduvanchal,11.5559,76.2238,2019,7.61,210.0,0.0,7.32,24.14,1.48,55.2,,54.0,15.2304,3.8912,11.25,7.87,0.0,126.0,
W114725075542502,4429,Kerala,Wayanad,Mannanthody,Valad (R1),11.7952,75.9066,2019,7.54,57.0,0.0,24.4,7.1,2.6,1.9,,20.0,5.6112,1.4592,2.99,0.5700000000000001,0.0,34.2,
W115840075183001,4430,Kerala,Kannur,Taliparamba,Kannapuram,11.9794,75.3169,2019,7.51,280.0,0.0,95.2,18.5,12.3,5.2,,78.9223,27.1,2.75,17.69,8.6,0.1,168.0,
W121720075270501,4431,Kerala,Kannur,Payyannur,kozhichal,12.2917,75.4501,2019,7.63,120.0,0.0,63.4,4.1,1.5,0.49,,51.7718,7.5,8.04,5.48,1.0,0.18,72.0,
W121730075244501,4432,Kerala,Kannur,Payyannur,Peringome,12.2258,75.3148,2019,7.65,220.0,0.0,39.0,11.4,11.5,10.3,,34.0101,10.5,1.9,9.6,2.3,0.2,132.0,
W100800076220002,4433,Kerala,Kannur,Irikkur,Sreekandapuram,12.0452,75.5085,2019,7.57,330.0,0.0,9.8,40.0,10.1,41.3,,70.3297,18.3,6.0,25.3,2.4,0.14,198.0,
W120200075215501,4434,Kerala,Kannur,Taliparamba,Taliparamba,12.0374,75.3598,2019,8.04,220.0,0.0,23.0,20.0,5.0,30.7,,48.3738,15.4,2.42,15.5,8.1,0.2,132.0,
W115530075213001,4435,Kerala,Kannur,Taliparamba,Valapattanam,11.9272,75.3534,2019,7.67,29.0,0.0,9.8,39.0,7.0,34.0,,37.5351,10.1,3.0,35.6,2.39,0.27,17.4,
W115050075403001,4436,Kerala,Kannur,Koothuparamba,Kannavam,11.845,75.6597,2019,7.5,61.0,0.0,17.08,12.78,1.61,2.44,,20.0,3.2064,2.9184,5.25,0.85,0.17,36.6,
W114937075335501,4437,Kerala,Kannur,Koothuparamba,Koothuparamba,11.8279,75.5649,2019,7.1,380.0,0.0,7.32,21.3,8.8,80.5,,40.0,8.17632,4.76672,24.5,11.28,0.26,228.0,
W114637075344301,4438,Kerala,Kannur,Panur,Mokeri,11.7772,75.5791,2019,7.39,141.0,0.0,14.64,24.14,5.22,23.8,,14.0,2.4048,1.9456,19.33,0.71,0.17,84.6,
W123850075050001,4439,Kerala,Kasarakode,Manjeshwar,Angadimogar,12.6392,75.014,2019,6.59,85.0,0.0,31.7,7.9,2.9,1.9,,24.6029,6.4,2.1,8.3,1.0,0.1,51.0,
W122900075145001,4440,Kerala,Kasarakode,Kasaragod,Bandadka,12.4997,75.2695,2019,6.69,123.0,0.0,53.7,4.6,3.54,1.4,,46.9842,15.7,1.9,4.87,1.7000000000000002,0.13,73.8,
W122401075022001,4441,Kerala,Kasarakode,Kanhangad,Bekal,12.4004,75.0311,2019,3.94,300.0,0.0,0.0,41.3,1.9,41.38,,38.4913,9.0,3.9,31.3,4.19,0.08,180.0,
W121933075044003,4442,Kerala,Kasarakode,Kanhangad,Kanhangad TOWN,12.3133,75.0921,2019,6.8,196.0,0.0,9.8,24.9,1.2,26.3,,27.4074,6.7,2.6,21.88,3.1,0.18,117.6,
W122358075124001,4443,Kerala,Kasarakode,Kanhangad,Odayanchal,12.402,75.205,2019,7.65,84.0,0.0,19.5,6.96,1.73,7.5,,24.7646,6.3,2.2,6.7,1.2,0.13,50.4,
W123842075063101,4444,Kerala,Kasarakode,Manjeshwar,Perla,12.6451,75.1088,2019,6.6,165.0,0.0,34.0,16.02,3.87,11.6,,40.4783,13.9,1.41,13.5,4.3,0.3,99.0,
W122800075033001,4445,Kerala,Kasarakode,Kasaragod,Poinachi,12.4645,75.0587,2019,6.76,95.0,0.0,37.7,10.25,3.05,2.02,,28.6351,7.67,2.31,9.02,3.0,0.6000000000000001,57.0,
W123035075044801,4446,Kerala,Kasarakode,Kasaragod,Povval,12.5098,75.08,2019,6.94,158.0,0.0,39.0,12.1,22.0,12.95,,65.4735,15.2,6.7,13.0,1.8,0.32,94.8,
W122125075054001,4447,Kerala,Kasarakode,Kanhangad,Pullur,12.3552,75.0952,2019,6.95,87.0,0.0,31.7,10.9,13.0,2.1,,29.9874,7.8,2.56,11.1,4.67,0.17,52.2,
W284344077084901,4448,Delhi,NORTH,ALIPUR,Haiderpur Pz,28.7289,77.1469,2019,8.17,688.0,0.0,195.0,106.0,66.0,6.0,0.0,290.0,44.0,44.0,44.1,3.4,0.44,412.8,21.0
W284921077121301,4449,Delhi,NORTH,ALIPUR,Palla Temple,28.8225,77.2036,2019,8.35,663.0,60.0,98.0,85.0,49.0,1.24,0.0,170.0,36.0,19.0,86.0,1.8,0.42,397.8,20.0
W285129077114701,4450,Delhi,NORTH,ALIPUR,Palla Zero RD,28.8581,77.1964,2019,8.25,1415.0,0.0,244.0,205.0,232.0,1.0,0.0,230.0,52.0,24.0,230.0,8.0,0.0,849.0,20.0
W285036077074601,4451,Delhi,NORTH,ALIPUR,Singhola Pz,28.8433,77.1294,2019,8.04,3630.0,0.0,244.0,588.0,807.0,91.0,0.0,900.0,104.0,156.0,483.0,3.0,0.64,2178.0,20.0
W284853077115001,4452,Delhi,NORTH,ALIPUR,Tiggipur Deep Pz,28.8147,77.1972,2019,8.41,601.0,24.0,122.0,78.0,66.0,1.03,0.0,140.0,36.0,12.0,83.7,2.4,0.6000000000000001,360.6,25.0
W283525077125901,4453,Delhi,NEW DELHI,CHANAKYAPURI,Lodhi Garden (D),28.5903,77.2164,2019,7.71,1472.0,0.0,122.0,283.0,136.0,136.0,0.0,460.0,88.0,58.0,135.0,6.6,0.25,883.2,31.0
W283615077103001,4454,Delhi,NEW DELHI,CHANAKYAPURI,Mahabir Vansth.,28.6042,77.175,2019,7.94,1077.0,0.0,220.0,177.0,103.0,7.77,0.0,230.0,60.0,29.0,143.0,5.2,0.6000000000000001,646.2,27.0
W283525077124501,4455,Delhi,NEW DELHI,CHANAKYAPURI,Safdarjung Tomb,28.5903,77.2125,2019,8.26,1708.0,0.0,207.0,397.0,118.0,22.0,0.0,400.0,64.0,58.0,213.0,13.0,0.25,1024.8,35.0
W282945077160001,4456,Delhi,SOUTH EAST,KALKAJI,Asola Pz,28.4958,77.2667,2019,8.04,731.0,0.0,232.0,156.0,27.0,15.0,0.0,220.0,44.0,27.0,109.0,0.8,0.3,438.6,20.0
W284510076580002,4457,Delhi,NORTH WEST,KANJHWALA,Jaunti DW,28.7528,76.9667,2019,8.6,6000.0,60.0,427.0,709.0,1551.0,12.84,0.0,350.0,72.0,41.0,468.0,1353.0,0.94,3600.0,23.0
W283514077180501,4458,Delhi,EAST,MAYUR VIHAR,Chilla Regulator,28.5872,77.3014,2019,8.0,762.0,0.0,244.0,149.0,8.0,3.03,0.0,230.0,56.0,22.0,86.0,8.8,0.06,457.2,22.0
W282837077092201,4459,Delhi,SOUTH,MEHRAULI,Gadaipur Pz,28.4769,77.1561,2019,8.5,741.0,72.0,159.0,99.0,36.0,17.53,0.0,130.0,20.0,19.0,147.0,0.8,0.55,444.6,21.0
W283653077000201,4460,Delhi,SOUTH WEST,NAJAFGARH,Najafgarh Town,28.6147,77.0006,2019,8.27,212.0,0.0,98.0,14.0,12.0,2.48,0.0,110.0,32.0,7.29,2.0,1.1,0.0,127.2,5.67
W283436076545101,4461,Delhi,SOUTH WEST,NAJAFGARH,Ojwah Pz,28.5767,76.9142,2019,8.14,5740.0,0.0,391.0,1503.0,378.0,50.0,0.0,961.0,160.0,137.0,872.0,26.0,0.76,3444.0,22.0
W284910076595001,4462,Delhi,NORTH,NARELA,Auchandi Pz,28.8194,76.9972,2019,8.42,4750.0,84.0,451.0,581.0,1024.0,12.47,0.0,570.0,60.0,102.0,840.0,21.0,0.64,2850.0,24.0
W284530077034501,4463,Delhi,NORTH,NARELA,Barwala Pz,28.7583,77.0625,2019,7.3,8300.0,0.0,207.0,2410.0,630.0,19.32,0.0,3143.0,838.0,304.0,508.0,6.6,0.58,4980.0,21.0
W284105077115801,4464,Delhi,NORTH,NARELA,"Kingsway Camp Police
Ground Pz",28.6847,77.1994,2019,8.45,630.0,36.0,122.0,120.0,48.0,0.41,0.0,190.0,52.0,15.0,90.0,2.0,0.84,378.0,22.0
W283748077052901,4465,Delhi,WEST,PATEL NAGAR,Janakpuri Pz,28.63,77.0914,2019,8.2,187.0,0.0,73.0,28.0,3.36,0.87,0.0,100.0,20.0,12.0,2.0,0.1,0.17,112.2,29.0
W283900077010001,4466,Delhi,WEST,PUNJABI BAGH,Baprola DW,28.65,77.0167,2019,8.24,230.0,0.0,85.0,28.0,28.0,2.17,0.0,130.0,16.0,25.0,5.7,0.4,0.2,138.0,23.0
W284056076593901,4467,Delhi,WEST,PUNJABI BAGH,Hiran Kudna DW,28.6822,76.9942,2019,7.25,15420.0,0.0,171.0,4878.0,1117.0,31.04,0.0,2802.0,481.0,389.0,2463.0,58.0,0.92,9252.0,23.0
W284520077002101,4468,Delhi,NORTH WEST,SARASWATI VIHAR,Majara Dabas,28.7556,77.0058,2019,8.17,219.0,0.0,98.0,21.0,0.96,2.01,0.0,110.0,28.0,4.86,1.0,1.1,0.0,131.4,6.62
W284142077084501,4469,Delhi,NORTH WEST,SARASWATI VIHAR,Sandesh Vihar Pz,28.695,77.1461,2019,8.16,4500.0,0.0,391.0,1021.0,490.0,4.45,0.0,721.0,104.0,112.0,711.0,16.0,0.7000000000000001,2700.0,25.0
W284125077083001,4470,Delhi,NORTH WEST,SARASWATI VIHAR,Sanjay Van Pz,28.6903,77.1419,2019,8.28,1512.0,0.0,488.0,99.0,225.0,1.25,0.0,200.0,36.0,27.0,268.0,10.0,3.4,907.2,18.0
W153535074024701,4471,Goa,North Goa,,Morlem,15.5931,74.0464,2019,8.03,191.0,0.0,31.0,18.0,33.0,1.0,,25.0,6.0,2.0,24.0,1.0,0.43,114.6,
W153248074030201,4472,Goa,North Goa,,Honda,15.5467,74.0506,2019,7.14,186.0,0.0,31.0,18.0,49.0,0.0,,33.0,6.0,4.0,29.0,1.0,0.62,111.6,
W153221074051701,4473,Goa,North Goa,,Bhujpal,15.5392,74.0881,2019,7.71,381.0,0.0,46.0,21.0,61.0,2.0,,38.0,8.0,4.0,42.0,1.0,0.49,228.6,
W153740074075001,4474,Goa,North Goa,,Charayode,15.6278,74.1306,2019,7.78,446.0,0.0,76.0,21.0,93.0,3.0,,65.0,16.0,6.0,52.0,2.0,0.25,267.6,
W153341074094701,4475,Goa,North Goa,,Nagargoan,15.5614,74.1631,2019,7.93,283.0,0.0,24.0,18.0,58.0,3.0,,35.0,6.0,5.0,31.0,1.0,0.28,169.8,
W152904074082601,4476,Goa,North Goa,,Khadki(harijanwada),15.4844,74.1406,2019,7.85,189.0,0.0,31.0,18.0,38.0,0.0,,40.0,6.0,6.0,20.0,1.0,0.78,113.4,
W152858074081301,4477,Goa,North Goa,,Khotodem,15.4828,74.1369,2019,7.91,331.0,0.0,27.0,14.0,68.0,4.0,,45.0,4.0,9.0,37.0,0.0,0.59,198.6,
W153000074060001,4478,Goa,North Goa,,Dhatwado Vante,15.4958,74.0972,2019,7.83,295.0,0.0,46.0,18.0,54.0,1.0,,35.0,6.0,5.0,35.0,1.0,0.65,177.0,
W153448073554801,4479,Goa,North Goa,,Jambhul Batt(mayam Lak,15.5803,73.9258,2019,7.52,337.0,0.0,37.0,18.0,44.0,7.0,,45.0,10.0,5.0,27.0,3.0,0.74,202.2,
W153649073553501,4480,Goa,North Goa,,Mulgaon Shivalkherwad,15.6136,73.9264,2019,8.15,236.0,0.0,31.0,18.0,44.0,1.0,,35.0,10.0,2.0,26.0,1.0,0.2,141.6,
W153422073473301,4481,Goa,North Goa,,Parra,15.5728,73.7925,2019,7.85,501.0,0.0,128.0,46.0,58.0,3.0,,125.0,28.0,13.0,39.0,7.0,0.56,300.6,
W153503073441701,4482,Goa,North Goa,,Anjuna Beach,15.5842,74.7381,2019,8.01,260.0,0.0,37.0,25.0,39.0,6.0,,50.0,8.0,7.0,26.0,1.0,0.59,156.0,
W153815073441201,4483,Goa,North Goa,,Morji,15.6375,73.7367,2019,7.79,626.0,0.0,49.0,28.0,120.0,2.0,,70.0,12.0,10.0,57.0,2.0,0.2,375.6,
W200300081415001,4484,Goa,North Goa,,Korgaon,15.7081,73.7514,2019,8.19,198.0,0.0,31.0,18.0,36.0,0.0,,35.0,6.0,5.0,21.0,1.0,0.33,118.8,
W154303073475601,4485,Goa,North Goa,,Pernem,15.7175,73.7989,2019,7.59,453.0,0.0,73.0,21.0,71.0,11.0,,75.0,18.0,7.0,38.0,4.0,0.51,271.8,
W154508073502001,4486,Goa,North Goa,,Uguem(ugawe),15.7522,74.8389,2019,8.2,227.0,0.0,24.0,21.0,29.0,5.0,,30.0,8.0,2.0,22.0,3.0,0.77,136.2,
W154424073491101,4487,Goa,North Goa,,Amberem,15.7403,73.8242,2019,7.81,305.0,0.0,49.0,18.0,43.0,3.0,,55.0,16.0,4.0,20.0,11.0,0.21,183.0,
W154231073511801,4488,Goa,North Goa,,Nagjhar,15.7086,73.855,2019,8.24,342.0,0.0,24.0,21.0,58.0,11.0,,40.0,4.0,7.0,32.0,2.0,0.54,205.2,
W153155074081801,4489,Goa,North Goa,,Valpoi,15.5319,74.1383,2019,7.89,264.0,0.0,18.0,18.0,54.0,1.0,,25.0,8.0,1.0,31.0,1.0,0.3,158.4,
W153838073501401,4490,Goa,North Goa,,Colval,15.6439,73.8372,2019,6.72,522.0,0.0,110.0,36.0,94.0,62.0,,135.0,30.0,15.0,58.0,5.0,0.38,313.2,
W154006073525301,4491,Goa,North Goa,,Pirna,15.6683,73.8814,2019,6.95,121.0,0.0,18.0,14.0,20.0,1.0,,20.0,4.0,2.0,15.0,1.0,0.54,72.6,
W153823073534501,4492,Goa,North Goa,,Adavapal,15.6397,73.8958,2019,7.75,231.0,0.0,31.0,14.0,38.0,4.0,,35.0,6.0,5.0,21.0,1.0,0.17,138.6,
W154111073553801,4493,Goa,North Goa,,Sal,15.6864,73.9272,2019,7.93,227.0,0.0,24.0,18.0,46.0,3.0,,35.0,10.0,2.0,20.0,8.0,0.32,136.2,
W153736073523501,4494,Goa,North Goa,,Sirsaim,15.6267,73.8764,2019,8.23,236.0,0.0,31.0,18.0,40.0,1.0,,30.0,8.0,2.0,25.0,1.0,0.27,141.6,
W153634073493501,4495,Goa,North Goa,,Mapuca,15.6094,73.8264,2019,8.25,612.0,0.0,49.0,43.0,95.0,47.0,,90.0,14.0,13.0,58.0,5.0,0.06,367.2,
W153410073514801,4496,Goa,North Goa,,Olaulim,15.5694,73.8633,2019,8.23,301.0,0.0,31.0,21.0,60.0,1.0,,35.0,6.0,5.0,34.0,1.0,0.31,180.6,
W153336073521201,4497,Goa,North Goa,,Pomburpa Palmar,15.5592,73.8675,2019,8.24,396.0,0.0,37.0,32.0,72.0,13.0,,50.0,8.0,7.0,46.0,1.0,0.55,237.6,
W153223073521201,4498,Goa,North Goa,,Salwardhar Dumun,15.5375,73.8686,2019,8.19,253.0,0.0,37.0,18.0,61.0,1.0,,45.0,8.0,6.0,32.0,1.0,0.38,151.8,
